session_duration_min,break_frequency,focus_score,time_of_day,time_since_last_break,profile_ground_truth,cluster,fatigue_risk
151.1,0,54.5,1,107.0,fatigued,0,High Risk
165.9,0,36.7,1,93.9,fatigued,0,High Risk
60.0,3,86.6,8,21.0,optimal,1,Low Risk
92.2,0,21.6,23,71.7,fatigued,2,Medium Risk
69.2,3,90.1,8,3.1,optimal,1,Low Risk
177.7,0,33.4,20,84.5,fatigued,2,Medium Risk
59.3,2,93.9,14,16.9,optimal,1,Low Risk
56.6,1,80.1,13,18.4,optimal,1,Low Risk
95.1,2,44.9,23,109.5,fatigued,2,Medium Risk
46.8,2,60.1,19,7.1,distracted,1,Low Risk
56.4,3,85.6,17,21.6,optimal,1,Low Risk
124.7,1,40.9,23,110.9,fatigued,2,Medium Risk
146.9,1,33.6,2,69.9,fatigued,0,High Risk
134.7,1,56.1,20,71.6,fatigued,2,Medium Risk
149.0,1,56.4,0,118.1,fatigued,0,High Risk
37.2,5,63.1,18,6.5,distracted,1,Low Risk
135.7,0,52.1,3,84.8,fatigued,0,High Risk
